time	Temp	HeatFlow
s	°C	mW
2	69.98	-0.3118
3	69.91	-0.0415
4	69.87	0.22081
5	69.87	0.49109
6	69.97	0.76931
7	70.18	1.04577
8	70.49	1.30456
9	70.92	1.53420
10	71.48	1.72763
11	72.15	1.87955
12	72.92	1.98642
13	73.78	2.04737
14	74.74	2.06503
15	75.76	2.04384
16	76.86	1.98996
17	78.02	1.90605
18	79.23	1.79741
19	80.49	1.66757
20	81.79	1.52095
21	83.13	1.36373
22	84.49	1.20033
23	85.88	1.03252
24.25	87.82	0.80376
25.25	89.26	0.63771
26.25	90.70	0.47342
27.25	92.12	0.29942
28.25	93.52	0.10952
29.25	94.87	-0.0883
30.25	96.16	-0.2835
31.25	97.37	-0.4664
32.25	98.52	-0.6324
33.25	99.61	-0.7737
34.25	100.62	-0.8887
35.25	101.58	-0.9754
36.25	102.48	-1.0347
37.25	103.33	-1.0676
38.25	104.14	-1.0775
39.25	104.90	-1.0670
40.25	105.64	-1.0371
41.25	106.33	-0.9912
42.25	107.00	-0.9330
43.25	107.66	-0.8650
44.25	108.29	-0.7882
45.25	108.91	-0.7069
46.25	109.52	-0.6238
47.25	110.12	-0.5380
48.25	110.71	-0.4522
49.25	111.29	-0.3673
50.25	111.86	-0.2850
51.25	112.44	-0.2072
52.25	113.01	-0.1311
53.25	113.57	-0.0602
54.25	114.13	0.00354
55.25	114.69	0.06378
56.25	115.25	0.12226
57.25	115.80	0.17544
58.25	116.36	0.22332
59.25	116.91	0.26855
60.25	117.46	0.31025
61.25	118.01	0.34841
62.25	118.56	0.38215
63.25	119.11	0.41236
64.25	119.66	0.44080
65.25	120.21	0.46659
66.25	120.76	0.48795
67.25	121.30	0.50577
68.25	121.84	0.52448
69.25	122.40	0.53876
70.25	122.94	0.55305
71.25	123.49	0.56556
72.25	124.03	0.57719
73.25	124.57	0.58794
74.25	125.11	0.59603
75.25	125.65	0.60412
76.25	126.20	0.61221
77.25	126.74	0.61942
78.25	127.28	0.62663
79.25	127.82	0.63118
80.25	128.36	0.63751
81.25	128.90	0.64296
82.25	129.44	0.64662
83.25	129.99	0.64940
84.25	130.53	0.65130
85.25	131.07	0.65408
86.25	131.61	0.65687
87.25	132.15	0.65965
88.25	132.69	0.66244
89.25	133.23	0.66434
90.25	133.77	0.66625
91.25	134.31	0.66815
92.25	134.84	0.67095
93.25	135.39	0.67286
94.25	135.94	0.67388
95.25	136.48	0.67400
96.25	137.03	0.67503
97.25	137.57	0.67694
98.25	138.12	0.67708
99.25	138.67	0.67810
100.25	139.22	0.67913
101.25	139.77	0.68016
102.25	140.32	0.68120
103.25	140.87	0.68223
104.25	141.41	0.68416
105.25	141.96	0.68430
106.25	142.51	0.68445
107.25	143.06	0.68459
108.25	143.61	0.68474
109.25	144.16	0.68310
110.25	144.71	0.68146
111.25	145.27	0.67982
112.25	145.82	0.67729
113.25	146.37	0.67654
114.25	146.92	0.67580
115.25	147.47	0.67506
116.25	148.02	0.67521
117.25	148.56	0.67357
118.25	149.11	0.67194
119.25	149.66	0.67120
120.25	150.21	0.67135
121.25	150.76	0.67151
122.25	151.32	0.67167
123.25	151.87	0.67094
124.25	152.42	0.67020
125.25	152.97	0.66947
126.25	153.53	0.67053
127.25	154.08	0.67069
128.25	154.63	0.67086
129.25	155.18	0.67103
130.25	155.73	0.67029
131.25	156.29	0.66957
132.25	156.84	0.66794
133.25	157.39	0.66631
134.25	157.94	0.66558
135.25	158.49	0.66485
136.25	159.05	0.66503
137.25	159.60	0.66430
138.25	160.17	0.66448
139.25	160.72	0.66556
140.25	161.27	0.66574
141.25	161.83	0.66592
142.25	162.39	0.66610
143.25	162.95	0.66448
144.25	163.51	0.66376
145.25	164.06	0.66214
146.25	164.63	0.66052
147.25	165.20	0.65891
148.25	165.76	0.65548
149.25	166.31	0.65386
150.25	166.88	0.65134
151.25	167.44	0.64791
152.25	168.00	0.64449
153.25	168.56	0.64377
154.25	169.12	0.64125
155.25	169.68	0.63872
156.25	170.23	0.63529
157.25	170.79	0.63276
158.25	171.35	0.63114
159.25	171.90	0.63133
160.25	172.46	0.63152
161.25	173.02	0.63171
162.25	173.58	0.63462
163.25	174.14	0.63572
164.25	174.70	0.63501
165.25	175.26	0.63430
166.25	175.81	0.63540
167.25	176.37	0.63560
168.25	176.94	0.63490
169.25	177.49	0.63510
170.25	178.05	0.63348
171.25	178.61	0.63187
172.25	179.17	0.63116
173.25	179.73	0.63045
174.25	180.30	0.62975
175.25	180.85	0.62904
176.25	181.42	0.62743
177.25	181.98	0.62491
178.25	182.54	0.62238
179.25	183.09	0.62076
180.25	183.65	0.61914
181.25	184.22	0.61844
182.25	184.78	0.61865
183.25	185.34	0.61704
184.25	185.91	0.61634
185.25	186.47	0.61564
186.25	187.04	0.61494
187.25	187.60	0.61241
188.25	188.16	0.61079
189.25	188.73	0.60826
190.25	189.29	0.60665
191.25	189.86	0.60503
192.25	190.43	0.60433
193.25	191.00	0.60364
194.25	191.56	0.60202
195.25	192.13	0.60041
196.25	192.69	0.59970
197.25	193.26	0.59901
198.25	193.82	0.59739
199.25	194.39	0.59577
200.25	194.96	0.59416
201.25	195.52	0.59070
202.25	196.10	0.58817
203.25	196.67	0.58747
204.25	197.24	0.58678
205.25	197.80	0.58607
206.25	198.38	0.58446
207.25	198.95	0.58284
208.25	199.51	0.58214
209.25	200.09	0.58053
210.25	200.66	0.57891
211.25	201.24	0.57822
212.25	201.80	0.57567
213.25	202.38	0.57313
214.25	202.95	0.57244
215.25	203.52	0.57266
216.25	204.10	0.57105
217.25	204.67	0.57035
218.25	205.25	0.56966
219.25	205.83	0.56804
220.25	206.40	0.56549
221.25	206.97	0.56294
222.25	207.55	0.56040
223.25	208.12	0.55785
224.25	208.69	0.55437
225.25	209.26	0.55274
226.25	209.84	0.55297
227.25	210.41	0.55320
228.25	210.98	0.55250
229.25	211.56	0.55274
230.25	212.14	0.55390
231.25	212.71	0.55971
232.25	213.28	0.57018
233.25	213.85	0.58996
234.25	214.42	0.62187
235.25	214.99	0.65380
236.25	215.56	0.66246
237.25	216.13	0.65902
238.25	216.71	0.64439
239.25	217.28	0.60268
240.25	217.86	0.55442
241.25	218.44	0.51451
242.25	219.01	0.48858
243.25	219.59	0.48132
244.25	220.16	0.48434
245.25	220.74	0.49110
246.25	221.33	0.49320
247.25	221.91	0.49249
248.25	222.48	0.49271
249.25	223.06	0.49199
250.25	223.63	0.49409
251.25	224.20	0.49619
252.25	224.78	0.49735
253.25	225.36	0.49852
254.25	225.93	0.50063
255.25	226.50	0.50180
256.25	227.07	0.50109
257.25	227.65	0.50132
258.25	228.22	0.50155
259.25	228.80	0.50179
260.25	229.38	0.50203
261.25	229.95	0.50226
262.25	230.53	0.50344
263.25	231.11	0.50368
264.25	231.69	0.50298
265.25	232.28	0.50039
266.25	232.85	0.49874
267.25	233.42	0.49709
268.25	234.01	0.49639
269.25	234.59	0.49568
270.25	235.17	0.49308
271.25	235.75	0.49048
272.25	236.33	0.49073
273.25	236.91	0.49191
274.25	237.49	0.49216
275.25	238.07	0.49240
276.25	238.66	0.49265
277.25	239.24	0.49100
278.25	239.83	0.48934
279.25	240.41	0.48674
280.25	241.00	0.48413
281.25	241.58	0.48343
282.25	242.16	0.47986
283.25	242.74	0.47725
284.25	243.33	0.47749
285.25	243.92	0.47774
286.25	244.50	0.47799
287.25	245.08	0.47728
288.25	245.67	0.47562
289.25	246.26	0.47395
290.25	246.84	0.47229
291.25	247.43	0.47158
292.25	248.02	0.46896
293.25	248.61	0.46729
294.25	249.20	0.46658
295.25	249.79	0.46491
296.25	250.37	0.46228
297.25	250.96	0.45965
298.25	251.55	0.45702
299.25	252.14	0.45342
300.25	252.72	0.45078
301.25	253.30	0.44910
302.25	253.88	0.44837
303.25	254.46	0.44573
304.25	255.04	0.44404
305.25	255.61	0.44427
306.25	256.19	0.44548
307.25	256.78	0.44669
308.25	257.36	0.44693
309.25	257.94	0.44524
310.25	258.52	0.44355
311.25	259.09	0.44379
312.25	259.68	0.44210
313.25	260.26	0.44041
314.25	260.84	0.43775
315.25	261.42	0.43412
316.25	262.00	0.43242
317.25	262.58	0.43169
318.25	263.16	0.42999
319.25	263.75	0.42926
320.25	264.33	0.42853
321.25	264.91	0.42877
322.25	265.49	0.42804
323.25	266.08	0.42731
324.25	266.66	0.42560
325.25	267.24	0.42389
326.25	267.83	0.42316
327.25	268.41	0.42048
328.25	268.99	0.41779
329.25	269.57	0.41510
