time	Temp	HeatFlow
499.25	359.21	-4.8394
500.25	359.79	-4.8778
501.25	360.37	-4.9183
502.25	360.95	-4.9610
503.25	361.53	-5.0015
504.25	362.12	-5.0442
505.25	362.70	-5.0858
506.25	363.28	-5.1296
507.25	363.87	-5.1765
508.25	364.45	-5.2245
509.25	365.04	-5.2725
510.25	365.62	-5.3237
511.25	366.20	-5.3749
512.25	366.79	-5.4272
513.25	367.37	-5.4806
514.25	367.95	-5.5371
515.25	368.54	-5.5937
516.25	369.12	-5.6502
517.25	369.70	-5.7089
518.25	370.29	-5.7697
519.25	370.88	-5.8316
520.25	371.46	-5.8956
521.25	372.04	-5.9585
522.25	372.63	-6.0215
523.25	373.21	-6.0855
524.25	373.79	-6.1516
525.25	374.38	-6.2178
526.25	374.96	-6.2861
527.25	375.54	-6.3543
528.25	376.12	-6.4226
529.25	376.70	-6.4920
530.25	377.28	-6.5635
531.25	377.86	-6.6349
532.25	378.45	-6.7064
533.25	379.03	-6.7800
534.25	379.62	-6.8579
535.25	380.20	-6.9369
536.25	380.77	-7.0169
537.25	381.35	-7.1033
538.25	381.93	-7.1972
539.25	382.51	-7.2911
540.25	383.09	-7.3807
541.25	383.67	-7.4660
542.25	384.24	-7.5503
543.25	384.82	-7.6367
544.25	385.40	-7.7264
545.25	385.98	-7.8170
546.25	386.55	-7.9099
547.25	387.13	-8.0037
548.25	387.71	-8.0998
549.25	388.29	-8.1979
550.25	388.87	-8.2982
551.25	389.46	-8.3985
552.25	390.03	-8.4988
553.25	390.61	-8.6012
554.25	391.18	-8.7036
555.25	391.76	-8.8060
556.25	392.34	-8.9095
557.25	392.91	-9.0130
558.25	393.48	-9.1154
559.25	394.07	-9.2179
560.25	394.65	-9.3181
561.25	395.22	-9.4163
562.25	395.80	-9.5080
563.25	396.38	-9.5913
564.25	396.95	-9.6691
565.25	397.53	-9.7449
566.25	398.11	-9.8153
567.25	398.69	-9.8836
568.25	399.27	-9.9497
569.25	399.86	-10.011
570.25	400.44	-10.063
571.25	401.03	-10.103
572.25	401.61	-10.125
573.25	402.20	-10.120
574.25	402.79	-10.087
575.25	403.39	-10.021
576.25	403.99	-9.9327
577.25	404.59	-9.8398
578.25	405.19	-9.7492
579.25	405.80	-9.6595
580.25	406.40	-9.5678
581.25	407.01	-9.4643
582.25	407.61	-9.3405
583.25	408.22	-9.1901
584.25	408.83	-8.9991
585.25	409.45	-8.7687
586.25	410.07	-8.5105
587.25	410.69	-8.2342
588.25	411.32	-7.9355
589.25	411.94	-7.6101
590.25	412.57	-7.2569
591.25	413.21	-6.8803
592.25	413.85	-6.4834
593.25	414.49	-6.0844
594.25	415.13	-5.7035
595.25	415.76	-5.3579
596.25	416.40	-5.0581
597.25	417.03	-4.8042
598.25	417.65	-4.5897
599.25	418.27	-4.4094
600.25	418.89	-4.2579
601.25	419.50	-4.1310
602.25	420.10	-4.0253
603.25	420.71	-3.9379
604.25	421.32	-3.8632
605.25	421.92	-3.7949
606.25	422.53	-3.7298
607.25	423.13	-3.6669
608.25	423.73	-3.5965
609.25	424.34	-3.5068
610.25	424.94	-3.3863
611.25	425.56	-3.2316
612.25	426.18	-3.0534
613.25	426.80	-2.8720
614.25	427.41	-2.7067
615.25	428.03	-2.5637
616.25	428.65	-2.4400
617.25	429.26	-2.3343
618.25	429.86	-2.2447
619.25	430.47	-2.1658
620.25	431.08	-2.0964
621.25	431.68	-2.0388
622.25	432.29	-1.9908
623.25	432.89	-1.9503
624.25	433.50	-1.9151
625.25	434.10	-1.8820
626.25	434.69	-1.8521
627.25	435.29	-1.8276
628.25	435.89	-1.8094
629.25	436.49	-1.7945
630.25	437.09	-1.7817
631.25	437.68	-1.7678
632.25	438.28	-1.7561
633.25	438.87	-1.7444
634.25	439.46	-1.7358
635.25	440.06	-1.7305
636.25	440.65	-1.7251
637.25	441.25	-1.7219
638.25	441.84	-1.7209
639.25	442.43	-1.7209
640.25	443.03	-1.7198
641.25	443.62	-1.7187
642.25	444.22	-1.7198
643.25	444.81	-1.7209
644.25	445.40	-1.7209
645.25	446.00	-1.7198
646.25	446.59	-1.7187
647.25	447.19	-1.7209
648.25	447.79	-1.7262
649.25	448.39	-1.7315
650.25	448.98	-1.7347
651.25	449.58	-1.7358
652.25	450.17	-1.7358
653.25	450.76	-1.7358
654.25	451.36	-1.7379
655.25	451.96	-1.7465
656.25	452.55	-1.7625
657.25	453.15	-1.7774
658.25	453.74	-1.7828
659.25	454.33	-1.7796
660.25	454.93	-1.7732
661.25	455.53	-1.7689
662.25	456.12	-1.7668
663.25	456.72	-1.7625
664.25	457.32	-1.7604
665.25	457.92	-1.7582
666.25	458.51	-1.7561
667.25	459.11	-1.7550
668.25	459.70	-1.7550
669.25	460.30	-1.7540
670.25	460.90	-1.7529
671.25	461.49	-1.7518
672.25	462.08	-1.7508
673.25	462.68	-1.7497
674.25	463.28	-1.7486
675.25	463.87	-1.7465
676.25	464.46	-1.7454
677.25	465.07	-1.7422
678.25	465.66	-1.7422
679.25	466.25	-1.7422
680.25	466.84	-1.7390
681.25	467.44	-1.7379
682.25	468.03	-1.7379
683.25	468.62	-1.7379
684.25	469.22	-1.7379
685.25	469.81	-1.7379
686.25	470.40	-1.7379
687.25	471.00	-1.7369
688.25	471.59	-1.7358
689.25	472.19	-1.7347
690.25	472.79	-1.7358
691.25	473.38	-1.7390
692.25	473.97	-1.7411
693.25	474.57	-1.7422
694.25	475.17	-1.7433
695.25	475.77	-1.7422
696.25	476.37	-1.7411
697.25	476.97	-1.7401
698.25	477.56	-1.7379
699.25	478.16	-1.7369
700.25	478.75	-1.7358
701.25	479.35	-1.7369
702.25	479.95	-1.7369
703.25	480.56	-1.7358
704.25	481.16	-1.7358
705.25	481.76	-1.7347
706.25	482.35	-1.7347
707.25	482.95	-1.7326
707.25	483.03	-1.7326
