time	Temp	HeatFlow
s	°C	mW
2	66.59	-5.0372
3	66.65	-4.1601
4	66.72	-3.4023
5	66.81	-2.7840
6	66.96	-2.3176
7	67.20	-2.0014
8	67.54	-1.8133
9	67.98	-1.7373
10	68.53	-1.7524
11	69.19	-1.8363
12	69.96	-1.9670
13	70.83	-2.1277
14	71.79	-2.3070
15	72.81	-2.4934
16	73.92	-2.6815
17	75.09	-2.8644
18.5	76.95	-3.1143
19.5	78.26	-3.2636
20.5	79.59	-3.3917
21.5	80.94	-3.4871
22.5	82.28	-3.5339
23.5	83.61	-3.5215
24.5	84.88	-3.4500
25.5	86.10	-3.3290
26.5	87.28	-3.1682
27.5	88.39	-2.9748
28.5	89.44	-2.7619
29.5	90.44	-2.5393
30.5	91.37	-2.3141
31.5	92.25	-2.0951
32.5	93.09	-1.8831
33.5	93.88	-1.6826
34.5	94.63	-1.4971
35.5	95.35	-1.3258
36.5	96.05	-1.1694
37.5	96.71	-1.0281
38.5	97.35	-0.9027
39.5	97.98	-0.7923
40.5	98.59	-0.6960
41.5	99.18	-0.6139
42.5	99.75	-0.5414
43.5	100.32	-0.4788
44.5	100.88	-0.4258
45.5	101.44	-0.3799
46.5	101.99	-0.3402
47.5	102.54	-0.3066
48.5	103.08	-0.2810
49.5	103.62	-0.2607
50.5	104.16	-0.2440
51.5	104.70	-0.2289
52.5	105.23	-0.2166
53.5	105.77	-0.2078
54.5	106.30	-0.2007
55.5	106.84	-0.1946
56.5	107.37	-0.1910
57.5	107.91	-0.1884
58.5	108.44	-0.1858
59.5	108.97	-0.1849
60.5	109.50	-0.1840
61.5	110.04	-0.1832
62.5	110.57	-0.1814
63.5	111.11	-0.1806
64.5	111.65	-0.1806
65.5	112.19	-0.1806
66.5	112.72	-0.1815
67.5	113.26	-0.1833
68.5	113.80	-0.1869
69.5	114.34	-0.1896
70.5	114.88	-0.1905
71.5	115.42	-0.1914
72.5	115.95	-0.1923
73.5	116.49	-0.1932
74.5	117.02	-0.1959
75.5	117.56	-0.1994
76.5	118.10	-0.2030
77.5	118.64	-0.2066
78.5	119.18	-0.2102
79.5	119.72	-0.2129
80.5	120.25	-0.2147
81.5	120.78	-0.2182
82.5	121.32	-0.2218
83.5	121.86	-0.2263
84.5	122.40	-0.2299
85.5	122.94	-0.2361
86.5	123.48	-0.2424
87.5	124.02	-0.2486
88.5	124.56	-0.2540
89.5	125.09	-0.2603
90.5	125.63	-0.2665
91.5	126.17	-0.2701
92.5	126.71	-0.2746
93.5	127.24	-0.2809
94.5	127.78	-0.2880
95.5	128.32	-0.2934
96.5	128.86	-0.2988
97.5	129.39	-0.3051
98.5	129.94	-0.3122
99.5	130.48	-0.3203
100.5	131.01	-0.3266
101.5	131.55	-0.3338
102.5	132.09	-0.3427
103.5	132.63	-0.3517
104.5	133.17	-0.3616
105.5	133.71	-0.3714
106.5	134.24	-0.3822
107.5	134.78	-0.3920
108.5	135.32	-0.4010
109.5	135.87	-0.4109
110.5	136.42	-0.4199
111.5	136.97	-0.4316
112.5	137.51	-0.4442
113.5	138.06	-0.4576
114.5	138.61	-0.4720
115.5	139.16	-0.4855
116.5	139.70	-0.4990
117.5	140.25	-0.5133
118.5	140.80	-0.5268
119.5	141.34	-0.5412
120.5	141.89	-0.5565
121.5	142.44	-0.5710
122.5	143.00	-0.5854
123.5	143.54	-0.6016
124.5	144.09	-0.6169
125.5	144.64	-0.6314
126.5	145.20	-0.6458
127.5	145.74	-0.6603
128.5	146.29	-0.6747
129.5	146.84	-0.6892
130.5	147.39	-0.7037
131.5	147.94	-0.7164
132.5	148.49	-0.7309
133.5	149.04	-0.7454
134.5	149.60	-0.7599
135.5	150.15	-0.7753
136.5	150.71	-0.7916
137.5	151.27	-0.8053
138.5	151.82	-0.8171
139.5	152.37	-0.8290
140.5	152.92	-0.8409
141.5	153.48	-0.8527
142.5	154.04	-0.8628
143.5	154.59	-0.8738
144.5	155.14	-0.8848
145.5	155.70	-0.8967
146.5	156.25	-0.9068
147.5	156.81	-0.9169
148.5	157.37	-0.9262
149.5	157.92	-0.9354
150.5	158.48	-0.9446
151.5	159.03	-0.9539
152.5	159.59	-0.9640
153.5	160.15	-0.9724
154.5	160.71	-0.9826
155.5	161.27	-0.9918
156.5	161.83	-1.0002
157.5	162.38	-1.0050
158.5	162.94	-1.0080
159.5	163.50	-1.0137
160.5	164.06	-1.0194
161.5	164.62	-1.0260
162.5	165.18	-1.0317
163.5	165.74	-1.0347
164.5	166.30	-1.0404
165.5	166.86	-1.0461
166.5	167.42	-1.0518
167.5	167.98	-1.0558
168.5	168.53	-1.0606
169.5	169.10	-1.0654
170.5	169.66	-1.0684
171.5	170.21	-1.0715
172.5	170.77	-1.0745
173.5	171.33	-1.0784
174.5	171.89	-1.0806
175.5	172.44	-1.0827
176.5	173.00	-1.0858
177.5	173.56	-1.0888
178.5	174.12	-1.0928
179.5	174.69	-1.0940
180.5	175.25	-1.0944
181.5	175.81	-1.0947
182.5	176.37	-1.0951
183.5	176.93	-1.0945
184.5	177.49	-1.0948
185.5	178.06	-1.0943
186.5	178.62	-1.0946
187.5	179.19	-1.0941
188.5	179.75	-1.0944
189.5	180.31	-1.0939
190.5	180.88	-1.0942
191.5	181.45	-1.0928
192.5	182.01	-1.0904
193.5	182.58	-1.0881
194.5	183.15	-1.0848
195.5	183.71	-1.0815
196.5	184.28	-1.0782
197.5	184.84	-1.0749
198.5	185.41	-1.0726
199.5	185.98	-1.0711
200.5	186.55	-1.0697
201.5	187.12	-1.0664
202.5	187.69	-1.0622
203.5	188.26	-1.0589
204.5	188.82	-1.0547
205.5	189.40	-1.0505
206.5	189.96	-1.0463
207.5	190.53	-1.0421
208.5	191.10	-1.0388
209.5	191.67	-1.0346
210.5	192.25	-1.0313
211.5	192.82	-1.0280
212.5	193.39	-1.0256
213.5	193.96	-1.0214
214.5	194.53	-1.0172
215.5	195.11	-1.0149
216.5	195.68	-1.0134
217.5	196.26	-1.0101
218.5	196.83	-1.0068
219.5	197.40	-1.0054
220.5	197.98	-1.0030
221.5	198.56	-0.9988
222.5	199.13	-0.9945
223.5	199.70	-0.9912
224.5	200.28	-0.9879
225.5	200.86	-0.9847
226.5	201.43	-0.9832
227.5	202.01	-0.9827
228.5	202.59	-0.9794
229.5	203.17	-0.9761
230.5	203.75	-0.9746
231.5	204.32	-0.9741
232.5	204.89	-0.9717
233.5	205.47	-0.9702
234.5	206.04	-0.9706
235.5	206.62	-0.9729
236.5	207.19	-0.9760
237.5	207.77	-0.9820
238.5	208.34	-0.9908
239.5	208.92	-1.0014
240.5	209.49	-1.0120
241.5	210.07	-1.0208
242.5	210.63	-1.0240
243.5	211.20	-1.0272
244.5	211.76	-1.0657
245.5	212.33	-1.1684
246.5	212.88	-1.3483
247.5	213.43	-1.6186
248.5	213.98	-1.9246
249.5	214.52	-2.1599
250.5	215.09	-2.2279
251.5	215.67	-2.0742
252.5	216.29	-1.8076
253.5	216.89	-1.5622
254.5	217.49	-1.3605
255.5	218.10	-1.1959
256.5	218.70	-1.0619
257.5	219.29	-0.9531
258.5	219.89	-0.8619
259.5	220.49	-0.7865
260.5	221.08	-0.7223
261.5	221.67	-0.6703
262.5	222.26	-0.6265
263.5	222.84	-0.5912
264.5	223.42	-0.5624
265.5	224.01	-0.5383
266.5	224.59	-0.5189
267.5	225.17	-0.5031
268.5	225.76	-0.4921
269.5	226.34	-0.4829
270.5	226.92	-0.4766
271.5	227.50	-0.4721
272.5	228.08	-0.4686
273.5	228.67	-0.4678
274.5	229.25	-0.4671
275.5	229.83	-0.4673
276.5	230.41	-0.4695
277.5	231.00	-0.4716
278.5	231.58	-0.4746
279.5	232.16	-0.4786
280.5	232.74	-0.4836
281.5	233.33	-0.4876
282.5	233.91	-0.4954
283.5	234.49	-0.5032
284.5	235.07	-0.5120
285.5	235.66	-0.5217
286.5	236.25	-0.5324
287.5	236.83	-0.5440
288.5	237.41	-0.5557
289.5	238.00	-0.5683
290.5	238.58	-0.5818
291.5	239.17	-0.5973
292.5	239.75	-0.6147
293.5	240.33	-0.6321
294.5	240.91	-0.6496
295.5	241.50	-0.6680
296.5	242.09	-0.6883
297.5	242.67	-0.7087
298.5	243.25	-0.7300
299.5	243.84	-0.7542
300.5	244.42	-0.7785
301.5	245.01	-0.8065
302.5	245.59	-0.8347
303.5	246.17	-0.8638
304.5	246.76	-0.8948
305.5	247.35	-0.9259
306.5	247.93	-0.9579
307.5	248.52	-0.9910
308.5	249.10	-1.0241
309.5	249.69	-1.0572
310.5	250.28	-1.0914
311.5	250.86	-1.1255
312.5	251.44	-1.1597
313.5	252.03	-1.1940
314.5	252.60	-1.2301
315.5	253.18	-1.2664
316.5	253.76	-1.3026
317.5	254.34	-1.3399
318.5	254.92	-1.3782
319.5	255.50	-1.4175
320.5	256.07	-1.4578
321.5	256.66	-1.4962
322.5	257.24	-1.5375
323.5	257.81	-1.5770
324.5	258.39	-1.6155
325.5	258.97	-1.6551
326.5	259.55	-1.6947
327.5	260.12	-1.7333
328.5	260.70	-1.7750
329.5	261.28	-1.8157
330.5	261.85	-1.8564
331.5	262.43	-1.9011
332.5	263.01	-1.9448
333.5	263.59	-1.9877
334.5	264.17	-2.0306
335.5	264.75	-2.0716
336.5	265.32	-2.1126
337.5	265.90	-2.1527
338.5	266.48	-2.1929
339.5	267.06	-2.2321
340.5	267.64	-2.2714
341.5	268.21	-2.3097
342.5	268.78	-2.3491
343.5	269.37	-2.3866
344.5	269.95	-2.4251
345.5	270.53	-2.4627
346.5	271.11	-2.5003
347.5	271.70	-2.5360
348.5	272.28	-2.5717
349.5	272.86	-2.6085
350.5	273.43	-2.6463
351.5	274.02	-2.6822
352.5	274.60	-2.7201
353.5	275.18	-2.7600
354.5	275.76	-2.8009
355.5	276.34	-2.8399
356.5	276.92	-2.8790
357.5	277.51	-2.9171
358.5	278.09	-2.9563
359.5	278.67	-2.9955
360.5	279.25	-3.0367
361.5	279.83	-3.0790
362.5	280.42	-3.1223
363.5	280.99	-3.1657
364.5	281.58	-3.2111
365.5	282.17	-3.2586
366.5	282.75	-3.3051
367.5	283.32	-3.3516
368.5	283.90	-3.3982
369.5	284.48	-3.4469
370.5	285.06	-3.4936
371.5	285.64	-3.5394
372.5	286.21	-3.5892
373.5	286.79	-3.6401
374.5	287.37	-3.6891
375.5	287.94	-3.7391
376.5	288.52	-3.7902
377.5	289.09	-3.8433
378.5	289.66	-3.8965
379.5	290.24	-3.9518
380.5	290.81	-4.0081
381.5	291.39	-4.0645
382.5	291.97	-4.1220
383.5	292.54	-4.1826
384.5	293.12	-4.2442
385.5	293.69	-4.3079
386.5	294.27	-4.3708
387.5	294.85	-4.4347
388.5	295.42	-4.5006
389.5	296.00	-4.5667
390.5	296.58	-4.6359
391.5	297.16	-4.7052
392.5	297.73	-4.7765
393.5	298.31	-4.8530
394.5	298.88	-4.9316
395.5	299.46	-5.0103
396.5	300.03	-5.0911
397.5	300.61	-5.1741
398.5	301.18	-5.2601
399.5	301.77	-5.3474
400.5	302.34	-5.4337
401.5	302.91	-5.5241
402.5	303.49	-5.6158
403.5	304.06	-5.7075
