time	Temp	HeatFlow
s	°C	mW
2	56.86	1.71438
3	56.84	1.76561
4	56.83	1.78769
5	56.86	1.74088
6	56.97	1.60486
7	57.16	1.37345
8	57.46	1.05460
9	57.85	0.66685
10	58.34	0.22788
11	58.95	-0.2385
12	59.65	-0.7163
13	60.46	-1.1915
14	61.37	-1.6552
15	62.35	-2.1004
16	63.36	-2.5190
17	64.46	-2.9059
18	65.62	-3.2574
19	66.83	-3.5745
20	68.09	-3.8510
21	69.36	-4.0682
22	70.65	-4.2069
23	71.92	-4.2546
24	73.14	-4.2175
25	74.32	-4.1071
26	75.45	-3.9358
27	76.52	-3.7247
28	77.54	-3.4853
29	78.50	-3.2300
30	79.41	-2.9704
31	80.27	-2.7125
32	81.08	-2.4634
33	81.86	-2.2284
34	82.60	-2.0120
35	83.30	-1.8151
36	83.97	-1.6358
37	84.62	-1.4759
38	85.25	-1.3364
39	85.86	-1.2136
40	86.46	-1.1102
41	87.04	-1.0228
42	87.61	-0.9468
43	88.18	-0.8841
44	88.74	-0.8329
45	89.30	-0.7905
46	89.84	-0.7543
47	90.39	-0.7260
48	90.93	-0.7022
49	91.48	-0.6836
50	92.01	-0.6704
51	92.55	-0.6598
52	93.09	-0.6501
53	93.62	-0.6430
54	94.15	-0.6386
55	94.69	-0.6351
56	95.23	-0.6333
57	95.75	-0.6306
58	96.28	-0.6306
59	96.82	-0.6298
60	97.35	-0.6289
61	97.88	-0.6280
62	98.41	-0.6271
63	98.94	-0.6262
64	99.47	-0.6262
65	100.00	-0.6254
66	100.54	-0.6245
67	101.06	-0.6237
68	101.59	-0.6229
69	102.12	-0.6229
70	102.65	-0.6247
71	103.17	-0.6266
72	103.70	-0.6266
73	104.23	-0.6267
74	104.75	-0.6241
75	105.28	-0.6224
76	105.81	-0.6224
77	106.34	-0.6225
78	106.86	-0.6226
79	107.38	-0.6235
80	107.91	-0.6245
81	108.44	-0.6263
82	108.97	-0.6290
83	109.49	-0.6326
84	110.02	-0.6380
85	110.56	-0.6407
86	111.09	-0.6435
87	111.62	-0.6480
88	112.16	-0.6507
89	112.70	-0.6534
90	113.23	-0.6562
91	113.77	-0.6589
92	114.31	-0.6625
93	114.84	-0.6653
94	115.37	-0.6671
95	115.90	-0.6690
96	116.44	-0.6708
97	116.97	-0.6736
98	117.52	-0.6763
99	118.05	-0.6791
100	118.58	-0.6845
101	119.12	-0.6899
102	119.66	-0.6945
103	120.20	-0.6990
104	120.74	-0.7044
105	121.27	-0.7116
106	121.82	-0.7170
107	122.36	-0.7216
108	122.89	-0.7253
109	123.42	-0.7298
110	123.96	-0.7352
111	124.51	-0.7416
112	125.05	-0.7479
113	125.59	-0.7507
114	126.13	-0.7526
115	126.67	-0.7554
116	127.21	-0.7582
117	127.75	-0.7627
118	128.28	-0.7691
119	128.82	-0.7772
120	129.36	-0.7845
121	129.90	-0.7917
122	130.45	-0.7981
123	130.99	-0.8036
124	131.53	-0.8099
125	132.07	-0.8154
126	132.62	-0.8200
127	133.16	-0.8255
128	133.70	-0.8328
129	134.24	-0.8427
130	134.79	-0.8527
131	135.34	-0.8609
132	135.88	-0.8664
133	136.43	-0.8728
134	136.98	-0.8801
135	137.53	-0.8874
136	138.08	-0.8947
137	138.63	-0.9029
138	139.18	-0.9094
139	139.73	-0.9176
140	140.28	-0.9258
141	140.83	-0.9358
142	141.38	-0.9476
143	141.93	-0.9585
144	142.48	-0.9686
145	143.03	-0.9777
146	143.59	-0.9878
