time	Temp	HeatFlow
s	°C	mW
2	62.14	1.95021
3	62.08	1.98024
4	62.05	1.99261
5	62.07	1.95728
6	62.14	1.85129
7	62.30	1.67022
8	62.58	1.41850
9	62.95	1.10583
10	63.42	0.74899
11	64.00	0.36301
12	64.70	-0.0389
13	65.50	-0.4452
14	66.39	-0.8444
15	67.36	-1.2286
16	68.41	-1.5898
17	69.53	-1.9246
18	70.71	-2.2329
19	71.96	-2.5128
20.25	73.74	-2.8502
21.25	75.07	-3.0622
22.25	76.43	-3.2433
23.25	77.79	-3.3775
24.25	79.15	-3.4535
25.25	80.47	-3.4632
26.25	81.75	-3.4076
27.25	82.97	-3.2963
28.25	84.13	-3.1391
29.25	85.22	-2.9492
30.25	86.27	-2.7381
31.25	87.26	-2.5146
32.25	88.18	-2.2858
33.25	89.05	-2.0615
34.25	89.88	-1.8460
35.25	90.66	-1.6402
36.25	91.40	-1.4503
37.25	92.11	-1.2763
38.25	92.78	-1.1200
39.25	93.43	-0.9795
40.25	94.06	-0.8559
41.25	94.68	-0.7481
42.25	95.28	-0.6536
43.25	95.85	-0.5715
44.25	96.42	-0.4999
45.25	96.99	-0.4399
46.25	97.55	-0.3913
47.25	98.10	-0.3515
48.25	98.64	-0.3197
49.25	99.18	-0.2924
50.25	99.72	-0.2694
51.25	100.26	-0.2526
52.25	100.79	-0.2385
53.25	101.33	-0.2270
54.25	101.86	-0.2173
55.25	102.39	-0.2094
56.25	102.92	-0.2041
57.25	103.45	-0.1988
58.25	103.98	-0.1953
59.25	104.51	-0.1918
60.25	105.04	-0.1883
61.25	105.57	-0.1848
62.25	106.10	-0.1830
63.25	106.63	-0.1813
64.25	107.16	-0.1813
65.25	107.69	-0.1822
66.25	108.22	-0.1805
67.25	108.75	-0.1787
68.25	109.27	-0.1778
69.25	109.80	-0.1770
70.25	110.33	-0.1761
71.25	110.87	-0.1752
72.25	111.41	-0.1753
73.25	111.95	-0.1762
74.25	112.48	-0.1762
75.25	113.02	-0.1762
76.25	113.55	-0.1753
77.25	114.08	-0.1745
78.25	114.62	-0.1736
79.25	115.16	-0.1728
80.25	115.69	-0.1719
81.25	116.23	-0.1719
82.25	116.76	-0.1728
83.25	117.29	-0.1755
84.25	117.83	-0.1764
85.25	118.37	-0.1764
86.25	118.90	-0.1765
87.25	119.44	-0.1765
88.25	119.97	-0.1774
89.25	120.51	-0.1774
90.25	121.05	-0.1775
91.25	121.58	-0.1775
92.25	122.12	-0.1775
93.25	122.65	-0.1766
94.25	123.19	-0.1776
95.25	123.73	-0.1776
96.25	124.27	-0.1776
97.25	124.80	-0.1785
98.25	125.32	-0.1786
99.25	125.86	-0.1795
100.25	126.41	-0.1804
101.25	126.95	-0.1795
102.25	127.49	-0.1796
103.25	128.02	-0.1805
104.25	128.56	-0.1814
105.25	129.10	-0.1841
106.25	129.64	-0.1850
107.25	130.17	-0.1850
108.25	130.70	-0.1877
109.25	131.25	-0.1896
110.25	131.79	-0.1896
111.25	132.33	-0.1914
112.25	132.87	-0.1914
113.25	133.41	-0.1924
114.25	133.95	-0.1942
115.25	134.48	-0.1969
116.25	135.03	-0.1996
117.25	135.58	-0.2014
